codigo_comuna,comuna_residencia,fecha,positividad
13104,conchali,2020-09-20,0.061510711608996994
7102,constitucion,2020-09-20,0.02817264285154195
8204,contulmo,2020-09-20,0.09523809523809523
3101,copiapo,2020-09-20,0.06588810089098134
4102,coquimbo,2020-09-20,0.04522331664360441
8102,coronel,2020-09-20,0.13350460385746635
14102,corral,2020-09-20,NA
11101,coyhaique,2020-09-20,0.09132204737631848
9103,cunco,2020-09-20,0.08203463203463204
9203,curacautin,2020-09-20,0.004201680672268907
13503,curacavi,2020-09-20,0.03459496663515452
8205,curanilahue,2020-09-20,0.24813920697886863
9104,curarrehue,2020-09-20,NA
7103,curepto,2020-09-20,NA
7301,curico,2020-09-20,0.10256323723260198
10205,dalcahue,2020-09-20,0.01488095238095238
3202,diego de almagro,2020-09-20,0.08633190118152524
6105,donihue,2020-09-20,0.07081632653061225
13105,el bosque,2020-09-20,0.05267090016371328
16104,el carmen,2020-09-20,0.06326530612244897
13602,el monte,2020-09-20,0.09904239928377243
5604,el quisco,2020-09-20,0.025390284318855746
5605,el tabo,2020-09-20,0.03401360544217687
9204,ercilla,2020-09-20,0.29595572708780254
13106,estacion central,2020-09-20,0.02638120526657914
8104,florida,2020-09-20,0.1913471449185735
9105,freire,2020-09-20,0.03406593406593407
3303,freirina,2020-09-20,0.03558002148227712
10104,fresia,2020-09-20,0.036873686351617065
10105,frutillar,2020-09-20,0.05517847945803943
14202,futrono,2020-09-20,0
9106,galvarino,2020-09-20,0.12585034013605442
9107,gorbea,2020-09-20,0.04192546583850932
6106,graneros,2020-09-20,0.17193643477573642
11203,guaitecas,2020-09-20,NA
5503,hijuelas,2020-09-20,0.08726190476190476
10403,hualaihue,2020-09-20,0.030910609857978277
7302,hualane,2020-09-20,0
8112,hualpen,2020-09-20,0.11189323338593125
8105,hualqui,2020-09-20,0.1288715821383698
1404,huara,2020-09-20,NA
3304,huasco,2020-09-20,0.13588458478205256
13107,huechuraba,2020-09-20,0.060123168870423155
4201,illapel,2020-09-20,0.042017387444038524
13108,independencia,2020-09-20,0.043041990521774334
1101,iquique,2020-09-20,0.09881855798045931
13603,isla de maipo,2020-09-20,0.08713343450102494
5104,juan fernandez,2020-09-20,NA
13109,la cisterna,2020-09-20,0.092500963334068
5504,la cruz,2020-09-20,0.025758885820805325
6202,la estrella,2020-09-20,NA
13110,la florida,2020-09-20,0.07404852655024419
13111,la granja,2020-09-20,0.08302358519504538
4104,la higuera,2020-09-20,0
5401,la ligua,2020-09-20,0.07088278602122164
13112,la pintana,2020-09-20,0.04574493501444891
13113,la reina,2020-09-20,0.06001262086804898
4101,la serena,2020-09-20,0.026586658931655634
14201,la union,2020-09-20,0.03945039151759321
14203,lago ranco,2020-09-20,0.01098901098901099
12102,laguna blanca,2020-09-20,NA
8304,laja,2020-09-20,0.019045545047287206
13302,lampa,2020-09-20,0.04136594989210226
14103,lanco,2020-09-20,0.05136860494003351
6107,las cabras,2020-09-20,0.1988208232662536
13114,las condes,2020-09-20,0.04173896125464576
9108,lautaro,2020-09-20,0.05220252521493773
8201,lebu,2020-09-20,0.24753546410181118
7303,licanten,2020-09-20,0.04100250239956122
5802,limache,2020-09-20,0.053169077050316295
7401,linares,2020-09-20,0.06453184180386523
6203,litueche,2020-09-20,NA
5703,llaillay,2020-09-20,0.03288911828116984
10107,llanquihue,2020-09-20,0.02367086875899892
13115,lo barnechea,2020-09-20,0.023003912064799577
13116,lo espejo,2020-09-20,0.0838620097880427
13117,lo prado,2020-09-20,0.02787493493198667
6304,lolol,2020-09-20,0
9109,loncoche,2020-09-20,0.23632414369256474
7403,longavi,2020-09-20,0.08580759111659146
9205,lonquimay,2020-09-20,0.1629019129019129
8206,los alamos,2020-09-20,0.08527049627280042
5301,los andes,2020-09-20,0.053250887609140624
8301,los angeles,2020-09-20,0.05697569392366648
14104,los lagos,2020-09-20,0.03571428571428571
10106,los muermos,2020-09-20,0.1046543218769104
9206,los sauces,2020-09-20,NA
4203,los vilos,2020-09-20,0.08593658593658593
8106,lota,2020-09-20,0.12937722136599195
9207,lumaco,2020-09-20,NA
6108,machali,2020-09-20,0.05807663721966603
13118,macul,2020-09-20,0.02778092306710855
14105,mafil,2020-09-20,0.16522366522366522
13119,maipu,2020-09-20,0.06139851124606112
6109,malloa,2020-09-20,0.11381475667189953
6204,marchihue,2020-09-20,NA
2302,maria elena,2020-09-20,NA
13504,maria pinto,2020-09-20,0.005291005291005291
14106,mariquina,2020-09-20,0.014285714285714287
7105,maule,2020-09-20,0.14361329467571954
10108,maullin,2020-09-20,0.17579583030713153
2102,mejillones,2020-09-20,0.15475615366919715
9110,melipeuco,2020-09-20,NA
13501,melipilla,2020-09-20,0.03733562951080361
7304,molina,2020-09-20,0.15283194433343825
4303,monte patria,2020-09-20,0.03886229180594193
6110,mostazal,2020-09-20,0.05314715359828143
8305,mulchen,2020-09-20,0.07855177848265406
8306,nacimiento,2020-09-20,0.04158111729540301
6305,nancagua,2020-09-20,0.07676962676962677
12401,natales,2020-09-20,0.22281404804877897
6205,navidad,2020-09-20,NA
8307,negrete,2020-09-20,NA
16204,ninhue,2020-09-20,0.16666666666666666
16303,niquen,2020-09-20,NA
5506,nogales,2020-09-20,0.03450251975857594
9111,nueva imperial,2020-09-20,0.06478127482877209
13120,nunoa,2020-09-20,0.03837586637926534
6111,olivar,2020-09-20,0.17290477039578053
5803,olmue,2020-09-20,0.0369212201009436
10301,osorno,2020-09-20,0.06670978484421822
4301,ovalle,2020-09-20,0.06139569037223729
13604,padre hurtado,2020-09-20,0.06639427490337234
9112,padre las casas,2020-09-20,0.04816012730700628
4105,paiguano,2020-09-20,0.28095238095238095
14107,paillaco,2020-09-20,0.039285714285714285
13404,paine,2020-09-20,0.15966955503098057
6306,palmilla,2020-09-20,NA
14108,panguipulli,2020-09-20,0.06845168689485362
5704,panquehue,2020-09-20,0
5403,papudo,2020-09-20,NA
6206,paredones,2020-09-20,NA
7404,parral,2020-09-20,0.10867960362855299
13121,pedro aguirre cerda,2020-09-20,0.03251329839313018
7106,pelarco,2020-09-20,0.08928571428571429
7203,pelluhue,2020-09-20,0
16105,pemuco,2020-09-20,0.0199575643654591
13605,penaflor,2020-09-20,0.09093186564130876
13122,penalolen,2020-09-20,0.03481900801663883
7107,pencahue,2020-09-20,0.05068027210884354
8107,penco,2020-09-20,0.07405169943888021
6307,peralillo,2020-09-20,0.2571428571428571
9113,perquenco,2020-09-20,NA
5404,petorca,2020-09-20,0.08158263305322129
6112,peumo,2020-09-20,0.23658266336837766
1405,pica,2020-09-20,0.13970049558284853
6113,pichidegua,2020-09-20,0.2923190171591024
6201,pichilemu,2020-09-20,0.0720913717599716
16106,pinto,2020-09-20,0.02456140350877193
13202,pirque,2020-09-20,0.05157908293796795
9114,pitrufquen,2020-09-20,0.03989488772097468
6308,placilla,2020-09-20,0.09481292517006802
16205,portezuelo,2020-09-20,0.022084195997239476
12301,porvenir,2020-09-20,0.16333988140710828
1401,pozo almonte,2020-09-20,0.019193869193869194
12302,primavera,2020-09-20,NA
13123,providencia,2020-09-20,0.029303603443061658
5105,puchuncavi,2020-09-20,0.09035409035409035
9115,pucon,2020-09-20,0.02650494159928122
13124,pudahuel,2020-09-20,0.05564764736262179
13201,puente alto,2020-09-20,0.06908622129643859
10101,puerto montt,2020-09-20,0.08570499008350553
10302,puerto octay,2020-09-20,0.08063166211366436
10109,puerto varas,2020-09-20,0.033677762603016914
6309,pumanque,2020-09-20,NA
4304,punitaqui,2020-09-20,NA
12101,punta arenas,2020-09-20,0.3422558813457656
10206,puqueldon,2020-09-20,NA
9208,puren,2020-09-20,0.028571428571428574
10303,purranque,2020-09-20,0.07051561707719947
5705,putaendo,2020-09-20,0.06543388449284816
15201,putre,2020-09-20,NA
10304,puyehue,2020-09-20,0.04772851669403393
10207,queilen,2020-09-20,NA
10208,quellon,2020-09-20,NA
10209,quemchi,2020-09-20,0
8308,quilaco,2020-09-20,0
13125,quilicura,2020-09-20,0.07562943310003399
8309,quilleco,2020-09-20,0.025210084033613446
16107,quillon,2020-09-20,0.04322838580709645
5501,quillota,2020-09-20,0.045979082872785515
5801,quilpue,2020-09-20,0.1159246826238509
10210,quinchao,2020-09-20,0
6114,quinta de tilcoco,2020-09-20,NA
13126,quinta normal,2020-09-20,0.049196036718622375
5107,quintero,2020-09-20,0.03727781435154707
16201,quirihue,2020-09-20,0.085355253212396065
6101,rancagua,2020-09-20,0.13813298566814974
16206,ranquil,2020-09-20,NA
7305,rauco,2020-09-20,NA
13127,recoleta,2020-09-20,0.06987964111199028
9209,renaico,2020-09-20,0.05942376950780312
13128,renca,2020-09-20,0.12554614129237054
6115,rengo,2020-09-20,0.10064652511242131
6116,requinoa,2020-09-20,0.08041125541125542
7405,retiro,2020-09-20,0.0930414028632613
5303,rinconada,2020-09-20,0
14204,rio bueno,2020-09-20,0.09252263206258364
7108,rio claro,2020-09-20,0.11674686134616448
10305,rio negro,2020-09-20,0.09690193924974425
7306,romeral,2020-09-20,0.10327172218975258
9116,saavedra,2020-09-20,0.05952380952380952
7307,sagrada familia,2020-09-20,0.04316686024003097
4204,salamanca,2020-09-20,0.04226190476190476
5601,san antonio,2020-09-20,0.05192866797020308
13401,san bernardo,2020-09-20,0.05990771028974262
16301,san carlos,2020-09-20,0.044625878565774886
7109,san clemente,2020-09-20,0.1549908046067366
5304,san esteban,2020-09-20,0.07742337028051313
16304,san fabian,2020-09-20,0.1369047619047619
5701,san felipe,2020-09-20,0.0766956841046437
6301,san fernando,2020-09-20,0.168347089968791
12104,san gregorio,2020-09-20,NA
16108,san ignacio,2020-09-20,0.01278957528957529
7406,san javier,2020-09-20,0.1101358939802336
13129,san joaquin,2020-09-20,0.044847831156147586
13203,san jose de maipo,2020-09-20,0.09624333438349611
10306,san juan de la costa,2020-09-20,0.16584495137655533
13130,san miguel,2020-09-20,0.04991326997575567
16305,san nicolas,2020-09-20,0.09380196523053666
10307,san pablo,2020-09-20,0.07387955182072829
13505,san pedro,2020-09-20,0.07142857142857142
2203,san pedro de atacama,2020-09-20,0.03214285714285715
8108,san pedro de la paz,2020-09-20,0.11350534322542852
7110,san rafael,2020-09-20,0.1588376241184733
13131,san ramon,2020-09-20,0.10173812758493671
8310,san rosendo,2020-09-20,NA
6117,san vicente,2020-09-20,0.16001811160601312
8311,santa barbara,2020-09-20,0.017857142857142856
6310,santa cruz,2020-09-20,0.10537824063735121
8109,santa juana,2020-09-20,0.053065453065453065
5706,santa maria,2020-09-20,0.13166556945358787
13101,santiago,2020-09-20,0.05217294195909092
5606,santo domingo,2020-09-20,NA
2103,sierra gorda,2020-09-20,NA
13601,talagante,2020-09-20,0.04808167063351395
7101,talca,2020-09-20,0.11834677618740473
8110,talcahuano,2020-09-20,0.08572922005608141
2104,taltal,2020-09-20,0.058333333333333334
9101,temuco,2020-09-20,0.07504036590484296
7308,teno,2020-09-20,0.1136210973812052
9117,teodoro schmidt,2020-09-20,0.17941522762951334
3103,tierra amarilla,2020-09-20,0.04081632653061224
13303,tiltil,2020-09-20,0.034170247046186895
8207,tirua,2020-09-20,0.005952380952380952
2301,tocopilla,2020-09-20,0.06727716727716727
9118,tolten,2020-09-20,0.031746031746031744
8111,tome,2020-09-20,0.12742195389635494
9210,traiguen,2020-09-20,NA
16207,treguaco,2020-09-20,NA
8312,tucapel,2020-09-20,0.09591836734693877
14101,valdivia,2020-09-20,0.03431640229259279
3301,vallenar,2020-09-20,0.14755584898225554
5101,valparaiso,2020-09-20,0.10952279617229478
7309,vichuquen,2020-09-20,NA
9211,victoria,2020-09-20,0.031347879173966114
4106,vicuna,2020-09-20,0.09458636227504152
9119,vilcun,2020-09-20,0.019107142857142857
7407,villa alegre,2020-09-20,0.03153056094232565
5804,villa alemana,2020-09-20,0.0989502571725862
9120,villarrica,2020-09-20,0.13536164813468377
5109,vina del mar,2020-09-20,0.09478801944620796
13132,vitacura,2020-09-20,0.027181955611968903
7408,yerbas buenas,2020-09-20,0.09656988228416799
8313,yumbel,2020-09-20,0.12461266803372066
16109,yungay,2020-09-20,0.04495670995670996
5405,zapallar,2020-09-20,0.14058956916099774
11201,aisen,2020-09-21,0.005648822721993454
5602,algarrobo,2020-09-21,0.05185550984593493
13502,alhue,2020-09-21,0.03628724216959511
8314,alto biobio,2020-09-21,NA
3302,alto del carmen,2020-09-21,NA
1107,alto hospicio,2020-09-21,0.04367622942828707
10202,ancud,2020-09-21,0.006211180124223602
4103,andacollo,2020-09-21,0.14846854520282513
9201,angol,2020-09-21,0.06666887766476286
2101,antofagasta,2020-09-21,0.05022395500920968
8302,antuco,2020-09-21,NA
8202,arauco,2020-09-21,0.1486322518580583
15101,arica,2020-09-21,0.08717921363836419
13402,buin,2020-09-21,0.0958771387342816
16102,bulnes,2020-09-21,0.07912043605320916
5402,cabildo,2020-09-21,0.13795093795093796
12201,cabo de hornos,2020-09-21,NA
8303,cabrero,2020-09-21,0.039322942266592394
2201,calama,2020-09-21,0.031052398836346938
10102,calbuco,2020-09-21,0.10272521366075331
3102,caldera,2020-09-21,0.05168330773169483
5502,calera,2020-09-21,0.03734771830810247
13403,calera de tango,2020-09-21,0.06887755102040816
5302,calle larga,2020-09-21,0.027463773971126912
15102,camarones,2020-09-21,NA
1402,camina,2020-09-21,NA
4202,canela,2020-09-21,0.0998463901689708
8203,canete,2020-09-21,0.0800811944718914
9102,carahue,2020-09-21,0.18350307240884747
5603,cartagena,2020-09-21,0.04786024320395446
5102,casablanca,2020-09-21,0.0369123107862224
10201,castro,2020-09-21,0.0418115987712864
5702,catemu,2020-09-21,0.022953406985521167
7201,cauquenes,2020-09-21,0.008823529411764706
13102,cerrillos,2020-09-21,0.07734276457658376
13103,cerro navia,2020-09-21,0.05280599488657079
10401,chaiten,2020-09-21,NA
3201,chanaral,2020-09-21,0.05602069887784174
7202,chanco,2020-09-21,NA
6302,chepica,2020-09-21,NA
8103,chiguayante,2020-09-21,0.10539191827599874
11401,chile chico,2020-09-21,NA
16101,chillan,2020-09-21,0.07704275066202287
16103,chillan viejo,2020-09-21,0.05018113465481887
6303,chimbarongo,2020-09-21,0.0938155400500121
9121,cholchol,2020-09-21,NA
10203,chonchi,2020-09-21,0.06761695906432748
11202,cisnes,2020-09-21,0
16202,cobquecura,2020-09-21,NA
6102,codegua,2020-09-21,0.1343512767425811
16203,coelemu,2020-09-21,0.08012438552063161
16302,coihueco,2020-09-21,0.2112166210659372
6103,coinco,2020-09-21,NA
7402,colbun,2020-09-21,0.0795012545012545
13301,colina,2020-09-21,0.05384262848259963
9202,collipulli,2020-09-21,0.05494971462887829
6104,coltauco,2020-09-21,0.1401098901098901
4302,combarbala,2020-09-21,NA
5103,con con,2020-09-21,0.07263735149126921
8101,concepcion,2020-09-21,0.09346502807846413
13104,conchali,2020-09-21,0.06416377283348679
7102,constitucion,2020-09-21,0.02817264285154195
8204,contulmo,2020-09-21,0.11904761904761904
3101,copiapo,2020-09-21,0.05980850369777334
4102,coquimbo,2020-09-21,0.043015476711999456
8102,coronel,2020-09-21,0.14292905747175294
14102,corral,2020-09-21,NA
11101,coyhaique,2020-09-21,0.09727442832869944
9103,cunco,2020-09-21,0.12115027829313545
9203,curacautin,2020-09-21,0.013130252100840336
13503,curacavi,2020-09-21,0.03780009484028272
8205,curanilahue,2020-09-21,0.25614094648745744
9104,curarrehue,2020-09-21,NA
7103,curepto,2020-09-21,NA
7301,curico,2020-09-21,0.10559272079518695
10205,dalcahue,2020-09-21,0.011243386243386243
3202,diego de almagro,2020-09-21,0.07272645900465449
6105,donihue,2020-09-21,0.0536734693877551
13105,el bosque,2020-09-21,0.05347461445434325
16104,el carmen,2020-09-21,0.07346938775510203
13602,el monte,2020-09-21,0.09282900483508386
5604,el quisco,2020-09-21,0.029616217116217116
5605,el tabo,2020-09-21,0.04386582219094534
9204,ercilla,2020-09-21,0.3228441630880655
13106,estacion central,2020-09-21,0.026941429356214994
8104,florida,2020-09-21,0.1627757163471449
9105,freire,2020-09-21,0.039560439560439566
3303,freirina,2020-09-21,0.03558002148227712
10104,fresia,2020-09-21,0.04642366018730519
10105,frutillar,2020-09-21,0.06332045687235567
14202,futrono,2020-09-21,0
9106,galvarino,2020-09-21,0.06369820655534941
9107,gorbea,2020-09-21,0.04625447016751365
6106,graneros,2020-09-21,0.17103569617007977
11203,guaitecas,2020-09-21,NA
5503,hijuelas,2020-09-21,0.11107142857142857
10403,hualaihue,2020-09-21,0.015873015873015872
7302,hualane,2020-09-21,0.04395604395604396
8112,hualpen,2020-09-21,0.09836172636541048
8105,hualqui,2020-09-21,0.13977939353879204
1404,huara,2020-09-21,NA
3304,huasco,2020-09-21,0.13480233369980146
13107,huechuraba,2020-09-21,0.06159666392882387
4201,illapel,2020-09-21,0.04256473281897011
13108,independencia,2020-09-21,0.04212609404078487
1101,iquique,2020-09-21,0.09592927013074928
13603,isla de maipo,2020-09-21,0.0887813900062263
5104,juan fernandez,2020-09-21,NA
13109,la cisterna,2020-09-21,0.09825058678442138
5504,la cruz,2020-09-21,0.029518284317045927
6202,la estrella,2020-09-21,NA
13110,la florida,2020-09-21,0.0738117872929974
13111,la granja,2020-09-21,0.08457229555204589
4104,la higuera,2020-09-21,0
5401,la ligua,2020-09-21,0.07892236548937254
13112,la pintana,2020-09-21,0.04719959546191511
13113,la reina,2020-09-21,0.05833180426109016
4101,la serena,2020-09-21,0.025151120555177636
14201,la union,2020-09-21,0.04341864548584718
14203,lago ranco,2020-09-21,0.019392372333548805
12102,laguna blanca,2020-09-21,NA
8304,laja,2020-09-21,0.03095030695204911
13302,lampa,2020-09-21,0.044607203274518836
14103,lanco,2020-09-21,0.04554849911992769
6107,las cabras,2020-09-21,0.18565831010374045
13114,las condes,2020-09-21,0.04155832072457796
9108,lautaro,2020-09-21,0.07785850189132257
8201,lebu,2020-09-21,0.26452551135223845
7303,licanten,2020-09-21,0.032217940187579654
5802,limache,2020-09-21,0.06692912652465148
7401,linares,2020-09-21,0.05734079400123414
6203,litueche,2020-09-21,NA
5703,llaillay,2020-09-21,0.03670818976941426
10107,llanquihue,2020-09-21,0.018451088539218702
13115,lo barnechea,2020-09-21,0.023007954085648322
13116,lo espejo,2020-09-21,0.08545955203074623
13117,lo prado,2020-09-21,0.029416885045365354
6304,lolol,2020-09-21,0
9109,loncoche,2020-09-21,0.2523015873015873
7403,longavi,2020-09-21,0.08239912492637706
9205,lonquimay,2020-09-21,0.13299623082231776
8206,los alamos,2020-09-21,0.08973478198708613
5301,los andes,2020-09-21,0.05839616605950382
8301,los angeles,2020-09-21,0.05928122249647615
14104,los lagos,2020-09-21,0.042517006802721094
10106,los muermos,2020-09-21,0.10195052849515092
9206,los sauces,2020-09-21,NA
4203,los vilos,2020-09-21,0.10022230022230022
8106,lota,2020-09-21,0.14032981274279896
9207,lumaco,2020-09-21,NA
6108,machali,2020-09-21,0.07421027514085393
13118,macul,2020-09-21,0.034131190446787696
14105,mafil,2020-09-21,0.15873015873015872
13119,maipu,2020-09-21,0.05970997296573047
6109,malloa,2020-09-21,0.10927960927960928
6204,marchihue,2020-09-21,NA
2302,maria elena,2020-09-21,NA
13504,maria pinto,2020-09-21,0
14106,mariquina,2020-09-21,0.014285714285714287
7105,maule,2020-09-21,0.1561548229149222
10108,maullin,2020-09-21,0.1882590245400486
2102,mejillones,2020-09-21,0.1557782466010314
9110,melipeuco,2020-09-21,NA
13501,melipilla,2020-09-21,0.03236665098233394
7304,molina,2020-09-21,0.169055253411334
4303,monte patria,2020-09-21,0.022275105407434777
6110,mostazal,2020-09-21,0.06367346938775512
8305,mulchen,2020-09-21,0.07637868702384831
8306,nacimiento,2020-09-21,0.03972243833994986
6305,nancagua,2020-09-21,0.08867438867438868
12401,natales,2020-09-21,0.2274569051916361
6205,navidad,2020-09-21,NA
8307,negrete,2020-09-21,NA
16204,ninhue,2020-09-21,0.16666666666666666
16303,niquen,2020-09-21,NA
5506,nogales,2020-09-21,0.03358234492535763
9111,nueva imperial,2020-09-21,0.06623900077629395
13120,nunoa,2020-09-21,0.03870839519678498
6111,olivar,2020-09-21,0.1490407625500793
5803,olmue,2020-09-21,0.01651305683563748
10301,osorno,2020-09-21,0.06776922350880285
4301,ovalle,2020-09-21,0.05513883980592381
13604,padre hurtado,2020-09-21,0.07410870087994853
9112,padre las casas,2020-09-21,0.06129641630536424
4105,paiguano,2020-09-21,0.27142857142857146
14107,paillaco,2020-09-21,0.04379699248120301
13404,paine,2020-09-21,0.16710621450525762
6306,palmilla,2020-09-21,NA
14108,panguipulli,2020-09-21,0.08365315209631882
5704,panquehue,2020-09-21,0
5403,papudo,2020-09-21,NA
6206,paredones,2020-09-21,NA
7404,parral,2020-09-21,0.10916551227772694
13121,pedro aguirre cerda,2020-09-21,0.038182232633492984
7106,pelarco,2020-09-21,0.08928571428571429
7203,pelluhue,2020-09-21,0
16105,pemuco,2020-09-21,0.017959562367457105
13605,penaflor,2020-09-21,0.087353811042846
13122,penalolen,2020-09-21,0.03689082044959304
7107,pencahue,2020-09-21,0.05068027210884354
8107,penco,2020-09-21,0.08387630196241629
6307,peralillo,2020-09-21,0.29285714285714287
9113,perquenco,2020-09-21,NA
5404,petorca,2020-09-21,0.12324929971988795
6112,peumo,2020-09-21,0.21601989280560707
1405,pica,2020-09-21,0.1228937728937729
6113,pichidegua,2020-09-21,0.28733035502758314
6201,pichilemu,2020-09-21,0.04688128772635815
16106,pinto,2020-09-21,0.03476548514142499
13202,pirque,2020-09-21,0.056752771038485327
9114,pitrufquen,2020-09-21,0.04833572224876573
6308,placilla,2020-09-21,0.09687336473050759
16205,portezuelo,2020-09-21,0.022084195997239476
12301,porvenir,2020-09-21,0.2122253930585774
1401,pozo almonte,2020-09-21,0.023955773955773956
12302,primavera,2020-09-21,NA
13123,providencia,2020-09-21,0.034235668777811555
5105,puchuncavi,2020-09-21,0.08241758241758242
9115,pucon,2020-09-21,0.02650494159928122
13124,pudahuel,2020-09-21,0.058817369462817154
13201,puente alto,2020-09-21,0.06722085286798117
10101,puerto montt,2020-09-21,0.08636514367302442
10302,puerto octay,2020-09-21,0.07856913497514938
10109,puerto varas,2020-09-21,0.0378834989516104
6309,pumanque,2020-09-21,NA
4304,punitaqui,2020-09-21,NA
12101,punta arenas,2020-09-21,0.35185353294937555
10206,puqueldon,2020-09-21,NA
9208,puren,2020-09-21,0.028571428571428574
10303,purranque,2020-09-21,0.06882870749555306
5705,putaendo,2020-09-21,0.05273547179443546
15201,putre,2020-09-21,NA
10304,puyehue,2020-09-21,0.05292332188883913
10207,queilen,2020-09-21,NA
10208,quellon,2020-09-21,NA
10209,quemchi,2020-09-21,0
8308,quilaco,2020-09-21,0.07142857142857142
13125,quilicura,2020-09-21,0.07751459781230673
8309,quilleco,2020-09-21,0
16107,quillon,2020-09-21,0.0548743485400157
5501,quillota,2020-09-21,0.04717491775731976
5801,quilpue,2020-09-21,0.11993179342410734
10210,quinchao,2020-09-21,0
6114,quinta de tilcoco,2020-09-21,NA
13126,quinta normal,2020-09-21,0.05273959461000635
5107,quintero,2020-09-21,0.019420671494404212
16201,quirihue,2020-09-21,0.06494708994708995
6101,rancagua,2020-09-21,0.14066957259698382
16206,ranquil,2020-09-21,NA
7305,rauco,2020-09-21,NA
13127,recoleta,2020-09-21,0.07057228180463097
9209,renaico,2020-09-21,0.0923908024748361
13128,renca,2020-09-21,0.11216918181292658
6115,rengo,2020-09-21,0.10388968284062887
6116,requinoa,2020-09-21,0.08721397649969079
7405,retiro,2020-09-21,0.09010885154361321
5303,rinconada,2020-09-21,0
14204,rio bueno,2020-09-21,0.10056483199340342
7108,rio claro,2020-09-21,0.1286167800453515
10305,rio negro,2020-09-21,0.0832964970728735
12103,rio verde,2020-09-21,NA
7306,romeral,2020-09-21,0.12231934123737162
9116,saavedra,2020-09-21,0.06792717086834733
7307,sagrada familia,2020-09-21,0.027293844367015097
4204,salamanca,2020-09-21,0.046379341210168276
5601,san antonio,2020-09-21,0.06014862261872916
13401,san bernardo,2020-09-21,0.06209356961845909
16301,san carlos,2020-09-21,0.040474474414370736
7109,san clemente,2020-09-21,0.13785747921653047
5304,san esteban,2020-09-21,0.07302776588490874
16304,san fabian,2020-09-21,0.16666666666666666
5701,san felipe,2020-09-21,0.07642857062998305
6301,san fernando,2020-09-21,0.17930298814770756
12104,san gregorio,2020-09-21,NA
16108,san ignacio,2020-09-21,0.008928571428571428
7406,san javier,2020-09-21,0.11727807220881047
13129,san joaquin,2020-09-21,0.04425623843857062
13203,san jose de maipo,2020-09-21,0.10923034737050909
10306,san juan de la costa,2020-09-21,0.16216780484226592
13130,san miguel,2020-09-21,0.05873693576144677
16305,san nicolas,2020-09-21,0.10400604686318972
10307,san pablo,2020-09-21,0.08181605975723623
13505,san pedro,2020-09-21,0.07142857142857142
2203,san pedro de atacama,2020-09-21,0.02406832298136646
8108,san pedro de la paz,2020-09-21,0.11056167942110896
7110,san rafael,2020-09-21,0.17562639090724008
13131,san ramon,2020-09-21,0.10027206524930916
8310,san rosendo,2020-09-21,NA
6117,san vicente,2020-09-21,0.16763365782450051
8311,santa barbara,2020-09-21,0.03214285714285715
6310,santa cruz,2020-09-21,0.12282412808323866
8109,santa juana,2020-09-21,0.05046805046805047
5706,santa maria,2020-09-21,0.13982883475971034
13101,santiago,2020-09-21,0.04682068575359239
5606,santo domingo,2020-09-21,NA
2103,sierra gorda,2020-09-21,NA
13601,talagante,2020-09-21,0.053193392741712066
7101,talca,2020-09-21,0.12103621803617425
8110,talcahuano,2020-09-21,0.07994459128601784
2104,taltal,2020-09-21,0.07619047619047618
9101,temuco,2020-09-21,0.08189062169209141
7308,teno,2020-09-21,0.12572297317195277
9117,teodoro schmidt,2020-09-21,0.20923978903302212
3103,tierra amarilla,2020-09-21,0.04392191659272404
13303,tiltil,2020-09-21,0.034170247046186895
12303,timaukel,2020-09-21,NA
8207,tirua,2020-09-21,0
2301,tocopilla,2020-09-21,0.050793650793650794
9118,tolten,2020-09-21,0.10317460317460317
8111,tome,2020-09-21,0.14331146978587084
12402,torres del paine,2020-09-21,NA
9210,traiguen,2020-09-21,NA
16207,treguaco,2020-09-21,NA
8312,tucapel,2020-09-21,0.09115646258503401
14101,valdivia,2020-09-21,0.03937237435791065
3301,vallenar,2020-09-21,0.14807344732594083
5101,valparaiso,2020-09-21,0.10874543737885076
7309,vichuquen,2020-09-21,NA
9211,victoria,2020-09-21,0.03496451570199505
4106,vicuna,2020-09-21,0.10995432764300689
9119,vilcun,2020-09-21,0.013392857142857142
7407,villa alegre,2020-09-21,0.018925518925518924
5804,villa alemana,2020-09-21,0.1062701201687777
9120,villarrica,2020-09-21,0.13869128187497234
5109,vina del mar,2020-09-21,0.09501714270004757
13132,vitacura,2020-09-21,0.03049507331187906
7408,yerbas buenas,2020-09-21,0.09270887842316414
8313,yumbel,2020-09-21,0.1571756932438047
16109,yungay,2020-09-21,0.06876623376623377
5405,zapallar,2020-09-21,0.1191609977324263
11201,aisen,2020-09-22,0.005648822721993454
5602,algarrobo,2020-09-22,0.0489400579508912
13502,alhue,2020-09-22,0.03872230710466005
8314,alto biobio,2020-09-22,NA
3302,alto del carmen,2020-09-22,NA
1107,alto hospicio,2020-09-22,0.04184662510777566
10202,ancud,2020-09-22,0.007625607281225017
4103,andacollo,2020-09-22,0.13223477896905889
9201,angol,2020-09-22,0.07556375637096233
2101,antofagasta,2020-09-22,0.05287557903910333
8302,antuco,2020-09-22,NA
8202,arauco,2020-09-22,0.1242333833997839
15101,arica,2020-09-22,0.08895414962607583
13402,buin,2020-09-22,0.09197352789425457
16102,bulnes,2020-09-22,0.07892527602198356
5402,cabildo,2020-09-22,0.12207792207792208
12201,cabo de hornos,2020-09-22,NA
